date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:36:38	11387/11387	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%229715fde18cb03ae8c20cb0f46332250e%22	https://www.codingwebstudio.com/livepreview/Digital%20website/portfolio.html	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/portfolio.html	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:38	11387/11387	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%229715fde18cb03ae8c20cb0f46332250e%22	https://www.codingwebstudio.com/livepreview/Digital%20website/team.html	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/team.html	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:39	11387/11387	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%229715fde18cb03ae8c20cb0f46332250e%22	https://www.codingwebstudio.com/livepreview/Digital%20website/testimonials.html	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/testimonials.html	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:39	11387/11387	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%229715fde18cb03ae8c20cb0f46332250e%22	https://www.codingwebstudio.com/livepreview/Digital%20website/faq.html	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/faq.html	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:39	11387/11387	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%229715fde18cb03ae8c20cb0f46332250e%22	https://www.codingwebstudio.com/livepreview/Digital%20website/blog.html	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/blog.html	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:39	11387/11387	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%229715fde18cb03ae8c20cb0f46332250e%22	https://www.codingwebstudio.com/livepreview/Digital%20website/404.html	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/404.html	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:39	5331/5331	---M--	200	added ('OK')	image/png	etag:%220bae561b85cbcfab25a9cc72e4b0c156%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/right-side-logo.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/right-side-logo.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:40	3861/3861	---M--	200	added ('OK')	image/png	etag:%22ee6fe09bbde22611b471f478a2220548%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/icon/feature1.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/icon/feature1.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:40	3421/3421	---M--	200	added ('OK')	image/png	etag:%22d5fc8c0a7aff8af404e3977daee82dcf%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/icon/feature2.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/icon/feature2.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:40	4927/4927	---M--	200	added ('OK')	image/png	etag:%22d8b4bf69f22f6611c403f2e2fe2199f7%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/icon/feature3.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/icon/feature3.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:40	2104/2104	---M--	200	added ('OK')	image/png	etag:%2299cc5544a804c6dc645d3a511a553100%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/icon/feature4.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/icon/feature4.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:41	5090/5090	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2225fee8ba731eb4452d3a444984f10d49%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/logoipsum1.svg	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/logoipsum1.svg	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:41	10005/10005	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e2fbb9e42e1fca94b9e1d711665e65de%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/logoipsum2.svg	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/logoipsum2.svg	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:41	17162/17162	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2251928360510ca2001c68604074f014f3%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/logoipsum3.svg	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/logoipsum3.svg	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:41	8527/8527	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d88b0ccad441ad6cdc5860a1b062c21c%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/logoipsum4.svg	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/logoipsum4.svg	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:42	4690/4690	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223d994b51940d4f2534b6edbf2e69f357%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/logoipsum5.svg	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/logoipsum5.svg	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:42	9002/9002	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2278bcc07008b8d288aff7cf49597bc745%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/logoipsum6.svg	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/logoipsum6.svg	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:42	396811/396811	---M--	200	added ('OK')	image/png	etag:%222bdfc635e5400df8cf237b87da67a48b%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/about.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/about.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:43	257246/257246	---M--	200	added ('OK')	image/png	etag:%222b1f87882fed3d65d023b9e6a8d94ac4%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/all-gallary-1.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/all-gallary-1.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:43	269655/269655	---M--	200	added ('OK')	image/png	etag:%2288937ebf0110a960979df7e1c9912719%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/all-gallary-2.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/all-gallary-2.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:43	242280/242280	---M--	200	added ('OK')	image/png	etag:%227f38ca93410a5456a119e40bf5b6771b%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/all-gallary-3.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/all-gallary-3.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:44	140230/140230	---M--	200	added ('OK')	image/png	etag:%22e9e0476cf5074e21cc598bc17238987c%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/all-gallary-5.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/all-gallary-5.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:44	174424/174424	---M--	200	added ('OK')	image/png	etag:%22d4ce4961ad5b4deb00b6e2b8d214e41d%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/all-gallary-6.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/all-gallary-6.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:44	142683/142683	---M--	200	added ('OK')	image/png	etag:%22a53085827147eeec2631ef5697e1996e%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/all-gallary-7.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/all-gallary-7.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:44	287567/287567	---M--	200	added ('OK')	image/png	etag:%220d1bbc77a24b6b40dd0890bfe35e6bb6%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/all-gallary-4.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/all-gallary-4.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:45	242280/242280	---M--	200	added ('OK')	image/png	etag:%227f38ca93410a5456a119e40bf5b6771b%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/design-gallary-3.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/design-gallary-3.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:45	174424/174424	---M--	200	added ('OK')	image/png	etag:%22d4ce4961ad5b4deb00b6e2b8d214e41d%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/design-gallary-6.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/design-gallary-6.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:45	454317/454317	---M--	200	added ('OK')	image/png	etag:%22c1f737b7822b5af5034b145d2352c7f9%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/all-gallary-8.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/all-gallary-8.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:45	142683/142683	---M--	200	added ('OK')	image/png	etag:%22a53085827147eeec2631ef5697e1996e%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/design-gallary-7.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/design-gallary-7.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:46	257246/257246	---M--	200	added ('OK')	image/png	etag:%222b1f87882fed3d65d023b9e6a8d94ac4%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/design-gallary-1.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/design-gallary-1.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:46	269655/269655	---M--	200	added ('OK')	image/png	etag:%2288937ebf0110a960979df7e1c9912719%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/design-gallary-2.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/design-gallary-2.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:46	287567/287567	---M--	200	added ('OK')	image/png	etag:%220d1bbc77a24b6b40dd0890bfe35e6bb6%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/design-gallary-4.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/design-gallary-4.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:46	242280/242280	---M--	200	added ('OK')	image/png	etag:%227f38ca93410a5456a119e40bf5b6771b%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/dev-gallary-3.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/dev-gallary-3.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:47	287567/287567	---M--	200	added ('OK')	image/png	etag:%220d1bbc77a24b6b40dd0890bfe35e6bb6%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/dev-gallary-4.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/dev-gallary-4.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:47	140230/140230	---M--	200	added ('OK')	image/png	etag:%22e9e0476cf5074e21cc598bc17238987c%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/dev-gallary-5.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/dev-gallary-5.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:47	174424/174424	---M--	200	added ('OK')	image/png	etag:%22d4ce4961ad5b4deb00b6e2b8d214e41d%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/dev-gallary-6.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/dev-gallary-6.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:47	142683/142683	---M--	200	added ('OK')	image/png	etag:%22a53085827147eeec2631ef5697e1996e%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/dev-gallary-7.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/dev-gallary-7.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:48	174424/174424	---M--	200	added ('OK')	image/png	etag:%22d4ce4961ad5b4deb00b6e2b8d214e41d%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/brand-gallary-6.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/brand-gallary-6.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:48	242280/242280	---M--	200	added ('OK')	image/png	etag:%227f38ca93410a5456a119e40bf5b6771b%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/ui-ux-gallary-3.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/ui-ux-gallary-3.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:49	454317/454317	---M--	200	added ('OK')	image/png	etag:%22c1f737b7822b5af5034b145d2352c7f9%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/dev-gallary-8.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/dev-gallary-8.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:49	287567/287567	---M--	200	added ('OK')	image/png	etag:%220d1bbc77a24b6b40dd0890bfe35e6bb6%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/ui-ux-gallary-4.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/ui-ux-gallary-4.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:49	454317/454317	---M--	200	added ('OK')	image/png	etag:%22c1f737b7822b5af5034b145d2352c7f9%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/brand-gallary-8.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/brand-gallary-8.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:49	257246/257246	---M--	200	added ('OK')	image/png	etag:%222b1f87882fed3d65d023b9e6a8d94ac4%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/market-gallary-1.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/market-gallary-1.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:50	269655/269655	---M--	200	added ('OK')	image/png	etag:%2288937ebf0110a960979df7e1c9912719%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/market-gallary-2.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/market-gallary-2.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:50	242280/242280	---M--	200	added ('OK')	image/png	etag:%227f38ca93410a5456a119e40bf5b6771b%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/market-gallary-3.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/market-gallary-3.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:50	287567/287567	---M--	200	added ('OK')	image/png	etag:%220d1bbc77a24b6b40dd0890bfe35e6bb6%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/market-gallary-4.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/market-gallary-4.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:50	140230/140230	---M--	200	added ('OK')	image/png	etag:%22e9e0476cf5074e21cc598bc17238987c%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/seo-gallary-5.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/seo-gallary-5.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:50	287567/287567	---M--	200	added ('OK')	image/png	etag:%220d1bbc77a24b6b40dd0890bfe35e6bb6%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/seo-gallary-4.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/seo-gallary-4.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:50	142683/142683	---M--	200	added ('OK')	image/png	etag:%22a53085827147eeec2631ef5697e1996e%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/seo-gallary-7.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/seo-gallary-7.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:51	174424/174424	---M--	200	added ('OK')	image/png	etag:%22d4ce4961ad5b4deb00b6e2b8d214e41d%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/seo-gallary-6.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/seo-gallary-6.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:51	1473/1473	---M--	200	added ('OK')	image/png	etag:%22196f84727ce339fa6d7eaa6e3b4c1043%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/icon/slider1.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/icon/slider1.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:51	1427/1427	---M--	200	added ('OK')	image/png	etag:%22f337e067697011f51ef253804423c841%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/icon/slider2.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/icon/slider2.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:51	1560/1560	---M--	200	added ('OK')	image/png	etag:%226377888c5ef08a3869293041df5ce26f%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/icon/slider3.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/icon/slider3.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:51	454317/454317	---M--	200	added ('OK')	image/png	etag:%22c1f737b7822b5af5034b145d2352c7f9%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/home/seo-gallary-8.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/home/seo-gallary-8.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:52	120445/120445	---M--	200	added ('OK')	image/png	etag:%220f27125c3512b33372627e11b57ac729%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/slider/team-slider1.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/slider/team-slider1.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:52	148652/148652	---M--	200	added ('OK')	image/png	etag:%22ad930cd2c04d7e6999650d5226831eaf%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/slider/team-slider2.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/slider/team-slider2.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
13:36:52	98542/98542	---M--	200	added ('OK')	image/png	etag:%222fc80e2a06c285927e95d276de7723eb%22	https://www.codingwebstudio.com/livepreview/Digital%20website/Images/slider/team-slider3.png	C:/Users/User/Downloads/UNIDEV/www.codingwebstudio.com/livepreview/Digital%20website/Images/slider/team-slider3.png	(from https://www.codingwebstudio.com/livepreview/Digital%20website/index.html)
